24
0       57.1429  85.7143  114.286  63.8877  90.3508  63.8877  57.1429  80.8122  153.862  103.016  142.857  166.599  114.286  142.857  145.686  153.862  166.599  202.031  173.793  180.702  191.663  206.032  223.15  
57.1429  0       28.5714  57.1429  28.5714  40.4061  103.016  80.8122  57.1429  103.016  85.7143  103.016  121.218  127.775  117.803  166.599  142.857  145.686  166.599  173.793  171.429  173.793  180.702  191.663  
85.7143  28.5714  0       28.5714  40.4061  28.5714  127.775  103.016  63.8877  80.8122  90.3508  90.3508  103.016  142.857  114.286  182.946  145.686  142.857  153.862  180.702  173.793  171.429  173.793  180.702  
114.286  57.1429  28.5714  0       63.8877  40.4061  153.862  127.775  80.8122  63.8877  103.016  85.7143  90.3508  161.624  117.803  202.031  153.862  145.686  145.686  191.663  180.702  173.793  171.429  173.793  
63.8877  28.5714  40.4061  63.8877  0       28.5714  90.3508  63.8877  28.5714  90.3508  57.1429  80.8122  103.016  103.016  90.3508  142.857  114.286  117.803  142.857  145.686  142.857  145.686  153.862  166.599  
90.3508  40.4061  28.5714  40.4061  28.5714  0       117.803  90.3508  40.4061  63.8877  63.8877  63.8877  80.8122  121.218  85.7143  161.624  117.803  114.286  127.775  153.862  145.686  142.857  145.686  153.862  
63.8877  103.016  127.775  153.862  90.3508  117.803  0       28.5714  85.7143  171.429  90.3508  145.686  173.793  63.8877  127.775  85.7143  121.218  142.857  191.663  127.775  142.857  161.624  182.946  206.032  
57.1429  80.8122  103.016  127.775  63.8877  90.3508  28.5714  0       57.1429  142.857  63.8877  117.803  145.686  57.1429  103.016  90.3508  103.016  121.218  166.599  117.803  127.775  142.857  161.624  182.946  
80.8122  57.1429  63.8877  80.8122  28.5714  40.4061  85.7143  57.1429  0       85.7143  28.5714  63.8877  90.3508  80.8122  63.8877  121.218  85.7143  90.3508  121.218  117.803  114.286  117.803  127.775  142.857  
153.862  103.016  80.8122  63.8877  90.3508  63.8877  171.429  142.857  85.7143  0       90.3508  40.4061  28.5714  153.862  80.8122  191.663  121.218  103.016  85.7143  161.624  142.857  127.775  117.803  114.286  
103.016  85.7143  90.3508  103.016  57.1429  63.8877  90.3508  63.8877  28.5714  90.3508  0       57.1429  85.7143  63.8877  40.4061  103.016  57.1429  63.8877  103.016  90.3508  85.7143  90.3508  103.016  121.218  
142.857  103.016  90.3508  85.7143  80.8122  63.8877  145.686  117.803  63.8877  40.4061  57.1429  0       28.5714  117.803  40.4061  153.862  80.8122  63.8877  63.8877  121.218  103.016  90.3508  85.7143  90.3508  
166.599  121.218  103.016  90.3508  103.016  80.8122  173.793  145.686  90.3508  28.5714  85.7143  28.5714  0       145.686  63.8877  180.702  103.016  80.8122  57.1429  142.857  121.218  103.016  90.3508  85.7143  
114.286  127.775  142.857  161.624  103.016  121.218  63.8877  57.1429  80.8122  153.862  63.8877  117.803  145.686  0       85.7143  40.4061  63.8877  90.3508  145.686  63.8877  80.8122  103.016  127.775  153.862  
142.857  117.803  114.286  117.803  90.3508  85.7143  127.775  103.016  63.8877  80.8122  40.4061  40.4061  63.8877  85.7143  0       117.803  40.4061  28.5714  63.8877  80.8122  63.8877  57.1429  63.8877  80.8122  
145.686  166.599  182.946  202.031  142.857  161.624  85.7143  90.3508  121.218  191.663  103.016  153.862  180.702  40.4061  117.803  0       85.7143  114.286  171.429  63.8877  90.3508  117.803  145.686  173.793  
153.862  142.857  145.686  153.862  114.286  117.803  121.218  103.016  85.7143  121.218  57.1429  80.8122  103.016  63.8877  40.4061  85.7143  0       28.5714  85.7143  40.4061  28.5714  40.4061  63.8877  90.3508  
166.599  145.686  142.857  145.686  117.803  114.286  142.857  121.218  90.3508  103.016  63.8877  63.8877  80.8122  90.3508  28.5714  114.286  28.5714  0       57.1429  63.8877  40.4061  28.5714  40.4061  63.8877  
202.031  166.599  153.862  145.686  142.857  127.775  191.663  166.599  121.218  85.7143  103.016  63.8877  57.1429  145.686  63.8877  171.429  85.7143  57.1429  0       117.803  90.3508  63.8877  40.4061  28.5714  
173.793  173.793  180.702  191.663  145.686  153.862  127.775  117.803  117.803  161.624  90.3508  121.218  142.857  63.8877  80.8122  63.8877  40.4061  63.8877  117.803  0       28.5714  57.1429  85.7143  114.286  
180.702  171.429  173.793  180.702  142.857  145.686  142.857  127.775  114.286  142.857  85.7143  103.016  121.218  80.8122  63.8877  90.3508  28.5714  40.4061  90.3508  28.5714  0       28.5714  57.1429  85.7143  
191.663  173.793  171.429  173.793  145.686  142.857  161.624  142.857  117.803  127.775  90.3508  90.3508  103.016  103.016  57.1429  117.803  40.4061  28.5714  63.8877  57.1429  28.5714  0       28.5714  57.1429  
206.032  180.702  173.793  171.429  153.862  145.686  182.946  161.624  127.775  117.803  103.016  85.7143  90.3508  127.775  63.8877  145.686  63.8877  40.4061  40.4061  85.7143  57.1429  28.5714  0       28.5714  
223.15  191.663  180.702  173.793  166.599  153.862  206.032  182.946  142.857  114.286  121.218  90.3508  85.7143  153.862  80.8122  173.793  90.3508  63.8877  28.5714  114.286  85.7143  57.1429  28.5714  0       
